Event.ID,Species.ID,Species_ID_gbif,Class_gbif,Family_gbif,Movement.type,Movement.sub.type,Movement.Measure,Value,Units,Statistic,Variance,Variance_type,Grouping.level,Sampling.method,New.Sampling.Method,Aggregation.level,N,Speed.continuous..y.n.,Temporal.scale.interval,Inference.method,Movement.Mode,Body.mass,Body.mass.Units,Body.mass.measured..y.n.,Sex,Lifestage,Diet,Study.type,MetaRef,Reference,Reference.full,Reference.DOI,Body.Mass.Ref,Body.mass.source,Movement.Mode.Ref,Diet.Ref,Comments,Method_comments,Location,Lat,Long
1157,Ictalurus punctatus,Ictalurus punctatus,NA,Ictaluridae,Dispersal,NA,Distance,454.16,m,Mean,NA,NA,NA,Radio-tracking,NA,Single study,31,NA,NA,NA,Swimming,26300,g,n,NA,NA,NA,Metastudy,Comte Olden fishery,Butler & Wahl 2011,NA,NA,NA,FishBase,Inferred from Family:  Ictaluridae,NA,NA,NA,Fox River,42.24,-88.5
1158,Ictalurus punctatus,Ictalurus punctatus,NA,Ictaluridae,Dispersal,NA,Distance,4074,m,Mean,NA,NA,NA,Radio-tracking,NA,Single study,49,NA,NA,NA,Swimming,26300,g,n,NA,NA,NA,Metastudy,Comte Olden fishery,Wendel & Kelsch 1999,NA,NA,NA,FishBase,Inferred from Family:  Ictaluridae,NA,NA,NA,Red River,47.28,-96.84
1159,Ictalurus punctatus,Ictalurus punctatus,NA,Ictaluridae,Dispersal,NA,Distance,20506.21,m,Mean,NA,NA,NA,Mark-Recapture,NA,Single study,184,NA,NA,NA,Swimming,26300,g,n,NA,NA,NA,Metastudy,Comte Olden fishery,Funk 1957,NA,NA,NA,FishBase,Inferred from Family:  Ictaluridae,NA,NA,NA,Missouri Streams,38.67,-92.69
1168,Lepisosteus osseus,Lepisosteus osseus,NA,Lepisosteidae,Dispersal,NA,Distance,15909.09,m,Mean,NA,NA,NA,Radio-tracking,NA,Single study,17,NA,NA,NA,Swimming,22820,g,n,NA,NA,NA,Metastudy,Comte Olden fishery,McGrath et al. 2012,NA,NA,NA,FishBase,Inferred from Family:  Lepisosteidae,NA,NA,NA,York River,37.66,-77.11
1169,Lepomis auritus,Lepomis auritus,NA,Centrarchidae,Dispersal,NA,Distance,57.7,m,Mean,NA,NA,NA,Mark-Recapture,NA,Single study,610,NA,NA,NA,Swimming,790,g,n,NA,NA,NA,Metastudy,Comte Olden fishery,Skalski & Gilliam 2000,NA,NA,NA,FishBase,Inferred from Family:  Centrarchidae,NA,NA,NA,Durant Creek,35.9,-78.58
1170,Lepomis auritus,Lepomis auritus,NA,Centrarchidae,Dispersal,NA,Distance,142.91,m,Mean,NA,NA,NA,Mark-Recapture,NA,Single study,4149,NA,NA,NA,Swimming,790,g,n,NA,NA,NA,Metastudy,Comte Olden fishery,Gatz & Adams 1994,NA,NA,NA,FishBase,Inferred from Family:  Centrarchidae,NA,NA,NA,East Fork Poplar Creek,36.1,-84.25
1171,Lepomis auritus,Lepomis auritus,NA,Centrarchidae,Dispersal,NA,Distance,0,m,Mean,NA,NA,NA,Mark-Recapture,NA,Single study,624,NA,NA,NA,Swimming,790,g,n,NA,NA,NA,Metastudy,Comte Olden fishery,Freeman 1995,NA,NA,NA,FishBase,Inferred from Family:  Centrarchidae,NA,NA,NA,Ichawaynochaway Creek,31.95,-84.61
1172,Lepomis cyanellus,Lepomis cyanellus,NA,Centrarchidae,Dispersal,NA,Distance,3050.5,m,Mean,NA,NA,NA,Mark-Recapture,NA,Single study,45,NA,NA,NA,Swimming,960,g,n,NA,NA,NA,Metastudy,Comte Olden fishery,Funk 1957,NA,NA,NA,FishBase,Inferred from Family:  Centrarchidae,NA,NA,NA,Missouri Streams,38.67,-92.69
1173,Lepomis cyanellus,Lepomis cyanellus,NA,Centrarchidae,Dispersal,NA,Distance,0,m,Mean,NA,NA,NA,Mark-Recapture,NA,Single study,679,NA,NA,NA,Swimming,960,g,n,NA,NA,NA,Metastudy,Comte Olden fishery,Smithson & Johnston 1999,NA,NA,NA,FishBase,Inferred from Family:  Centrarchidae,NA,NA,NA,Little Glazypeau Creek,34.58,-93.15
1174,Lepomis gulosus,Lepomis gulosus,NA,Centrarchidae,Dispersal,NA,Distance,133.46,m,Mean,NA,NA,NA,Mark-Recapture,NA,Single study,123,NA,NA,NA,Swimming,1110,g,n,NA,NA,NA,Metastudy,Comte Olden fishery,Gatz & Adams 1994,NA,NA,NA,FishBase,Inferred from Family:  Centrarchidae,NA,NA,NA,East Fork Poplar Creek,36.1,-84.25
1175,Lepomis macrochirus,Lepomis macrochirus,NA,Centrarchidae,Dispersal,NA,Distance,139.55,m,Mean,NA,NA,NA,Mark-Recapture,NA,Single study,240,NA,NA,NA,Swimming,2150,g,n,NA,NA,NA,Metastudy,Comte Olden fishery,Gatz & Adams 1994,NA,NA,NA,FishBase,Inferred from Family:  Centrarchidae,NA,NA,NA,Brushy Fork,36.06,-84.23
1176,Lepomis macrochirus,Lepomis macrochirus,NA,Centrarchidae,Dispersal,NA,Distance,282.2,m,Mean,NA,NA,NA,Mark-Recapture,NA,Single study,822,NA,NA,NA,Swimming,2150,g,n,NA,NA,NA,Metastudy,Comte Olden fishery,Gatz & Adams 1994,NA,NA,NA,FishBase,Inferred from Family:  Centrarchidae,NA,NA,NA,East Fork Poplar Creek,36.1,-84.25
1177,Lepomis megalotis,Lepomis megalotis,NA,Centrarchidae,Dispersal,NA,Distance,5646.37,m,Mean,NA,NA,NA,Mark-Recapture,NA,Single study,30,NA,NA,NA,Swimming,790,g,n,NA,NA,NA,Metastudy,Comte Olden fishery,Funk 1957,NA,NA,NA,FishBase,Inferred from Family:  Centrarchidae,NA,NA,NA,Missouri Streams,38.67,-92.69
1178,Lepomis megalotis,Lepomis megalotis,NA,Centrarchidae,Dispersal,NA,Distance,0,m,Mean,NA,NA,NA,Mark-Recapture,NA,Single study,223,NA,NA,NA,Swimming,790,g,n,NA,NA,NA,Metastudy,Comte Olden fishery,Berra & Gunning 1972,NA,NA,NA,FishBase,Inferred from Family:  Centrarchidae,NA,NA,NA,Bayou Lacombe Louisiana,30.31,-89.93
1179,Lepomis megalotis,Lepomis megalotis,NA,Centrarchidae,Dispersal,NA,Distance,0,m,Mean,NA,NA,NA,Mark-Recapture,NA,Single study,364,NA,NA,NA,Swimming,790,g,n,NA,NA,NA,Metastudy,Comte Olden fishery,Smithson & Johnston 1999,NA,NA,NA,FishBase,Inferred from Family:  Centrarchidae,NA,NA,NA,Little Glazypeau Creek,34.58,-93.15
1181,Leporinus friderici,Leporinus friderici,NA,Anostomidae,Dispersal,NA,Distance,3500,m,Mean,NA,NA,NA,Mark-Recapture,NA,Single study,1297,NA,NA,NA,Swimming,1500,g,n,NA,NA,NA,Metastudy,Comte Olden fishery,Makrakis et al. 2012,NA,NA,NA,FishBase,Inferred from Family:  Anostomidae,NA,NA,NA,Parana River,-25.41,-54.59
1183,Leuciscus idus,Leuciscus idus,NA,Cyprinidae,Dispersal,NA,Distance,1348.47,m,Mean,NA,NA,NA,Radio-tracking,NA,Single study,17,NA,NA,NA,Swimming,4000,g,n,NA,NA,NA,Metastudy,Comte Olden fishery,Kulíšková et al. 2009,NA,NA,NA,FishBase,Inferred from Family:  Cyprinidae,NA,NA,NA,River Elbe Czech Republic,50.66,14.06
1184,Leuciscus idus,Leuciscus idus,NA,Cyprinidae,Dispersal,NA,Distance,1938.19,m,Mean,NA,NA,NA,Radio-tracking,NA,Single study,17,NA,NA,NA,Swimming,4000,g,n,NA,NA,NA,Metastudy,Comte Olden fishery,Kulíšková et al. 2009,NA,NA,NA,FishBase,Inferred from Family:  Cyprinidae,NA,NA,NA,River Elbe Czech Republic,50.66,14.06
1185,Leuciscus idus,Leuciscus idus,NA,Cyprinidae,Dispersal,NA,Distance,2016.75,m,Mean,NA,NA,NA,Radio-tracking,NA,Single study,17,NA,NA,NA,Swimming,4000,g,n,NA,NA,NA,Metastudy,Comte Olden fishery,Kulíšková et al. 2009,NA,NA,NA,FishBase,Inferred from Family:  Cyprinidae,NA,NA,NA,River Elbe Czech Republic,50.66,14.06
1186,Leuciscus idus,Leuciscus idus,NA,Cyprinidae,Dispersal,NA,Distance,2927.89,m,Mean,NA,NA,NA,Radio-tracking,NA,Single study,17,NA,NA,NA,Swimming,4000,g,n,NA,NA,NA,Metastudy,Comte Olden fishery,Kulíšková et al. 2009,NA,NA,NA,FishBase,Inferred from Family:  Cyprinidae,NA,NA,NA,River Elbe Czech Republic,50.66,14.06
1187,Leuciscus idus,Leuciscus idus,NA,Cyprinidae,Dispersal,NA,Distance,6753.98,m,Mean,NA,NA,NA,Radio-tracking,NA,Single study,17,NA,NA,NA,Swimming,4000,g,n,NA,NA,NA,Metastudy,Comte Olden fishery,Kulíšková et al. 2009,NA,NA,NA,FishBase,Inferred from Family:  Cyprinidae,NA,NA,NA,River Elbe Czech Republic,50.66,14.06
1188,Leuciscus idus,Leuciscus idus,NA,Cyprinidae,Dispersal,NA,Distance,21775.04,m,Mean,NA,NA,NA,Radio-tracking,NA,Single study,24,NA,NA,NA,Swimming,4000,g,n,NA,NA,NA,Metastudy,Comte Olden fishery,Winter & Fredrich 2003,NA,NA,NA,FishBase,Inferred from Family:  Cyprinidae,NA,NA,NA,Elbe River,53.29,10.78
1189,Leuciscus leuciscus,Leuciscus leuciscus,NA,Cyprinidae,Dispersal,NA,Distance,135.84,m,Mean,NA,NA,NA,Radio-tracking,NA,Single study,25,NA,NA,NA,Swimming,1000,g,n,NA,NA,NA,Metastudy,Comte Olden fishery,Clough & Beaumont 1998,NA,NA,NA,FishBase,Inferred from Family:  Cyprinidae,NA,NA,NA,River Frome East Stoke/East Stoke Millstream,50.68,-2.18
1190,Leuciscus leuciscus,Leuciscus leuciscus,NA,Cyprinidae,Dispersal,NA,Distance,196.08,m,Mean,NA,NA,NA,Mark-Recapture,NA,Single study,17,NA,NA,NA,Swimming,1000,g,n,NA,NA,NA,Metastudy,Comte Olden fishery,Penczak 2006,NA,NA,NA,FishBase,Inferred from Family:  Cyprinidae,NA,NA,NA,Pilica River (Exp1),51.78,21.17
1191,Leuciscus leuciscus,Leuciscus leuciscus,NA,Cyprinidae,Dispersal,NA,Distance,393.48,m,Mean,NA,NA,NA,Mark-Recapture,NA,Single study,179,NA,NA,NA,Swimming,1000,g,n,NA,NA,NA,Metastudy,Comte Olden fishery,Bolland et al. 2008,NA,NA,NA,FishBase,Inferred from Family:  Cyprinidae,NA,NA,NA,The River Roding,52,0.27
1192,Leuciscus leuciscus,Leuciscus leuciscus,NA,Cyprinidae,Dispersal,NA,Distance,534.3,m,Mean,NA,NA,NA,Mark-Recapture,NA,Single study,143,NA,NA,NA,Swimming,1000,g,n,NA,NA,NA,Metastudy,Comte Olden fishery,Bolland et al. 2008,NA,NA,NA,FishBase,Inferred from Family:  Cyprinidae,NA,NA,NA,The River Roding,52,0.27
1193,Lota lota,Lota lota,NA,Lotidae,Dispersal,NA,Distance,316.09,m,Mean,NA,NA,NA,Radio-tracking,NA,Single study,40,NA,NA,NA,Swimming,34000,g,n,NA,NA,NA,Metastudy,Comte Olden fishery,Slavík et al. 2005,NA,NA,NA,FishBase,Inferred from Family:  Lotidae,NA,NA,NA,Ohre River,50.33,13.53
1194,Lota lota,Lota lota,NA,Lotidae,Dispersal,NA,Distance,333.54,m,Mean,NA,NA,NA,Radio-tracking,NA,Single study,42,NA,NA,NA,Swimming,34000,g,n,NA,NA,NA,Metastudy,Comte Olden fishery,Slavík et al. 2005,NA,NA,NA,FishBase,Inferred from Family:  Lotidae,NA,NA,NA,Ohre River,50.33,13.53
1195,Lota lota,Lota lota,NA,Lotidae,Dispersal,NA,Distance,753.68,m,Mean,NA,NA,NA,Radio-tracking,NA,Single study,21,NA,NA,NA,Swimming,34000,g,n,NA,NA,NA,Metastudy,Comte Olden fishery,Slavík et al. 2005,NA,NA,NA,FishBase,Inferred from Family:  Lotidae,NA,NA,NA,Ohre River,50.33,13.53
1196,Lota lota,Lota lota,NA,Lotidae,Dispersal,NA,Distance,1523.2,m,Mean,NA,NA,NA,Radio-tracking,NA,Single study,30,NA,NA,NA,Swimming,34000,g,n,NA,NA,NA,Metastudy,Comte Olden fishery,Slavík et al. 2005,NA,NA,NA,FishBase,Inferred from Family:  Lotidae,NA,NA,NA,Ohre River,50.33,13.53
1197,Lota lota,Lota lota,NA,Lotidae,Dispersal,NA,Distance,2050.23,m,Mean,NA,NA,NA,Radio-tracking,NA,Single study,18,NA,NA,NA,Swimming,34000,g,n,NA,NA,NA,Metastudy,Comte Olden fishery,Slavík et al. 2005,NA,NA,NA,FishBase,Inferred from Family:  Lotidae,NA,NA,NA,Ohre River,50.33,13.53
1198,Lota lota,Lota lota,NA,Lotidae,Dispersal,NA,Distance,20280,m,Mean,NA,NA,NA,Radio-tracking,NA,Single study,66,NA,NA,NA,Swimming,34000,g,n,NA,NA,NA,Metastudy,Comte Olden fishery,Paragamian & Wakkinen 2008,NA,NA,NA,FishBase,Inferred from Family:  Lotidae,NA,NA,NA,Kootenai River,48.7,-116.32
1199,Maccullochella macquariensis,Maccullochella macquariensis,NA,Percichthyidae,Dispersal,NA,Distance,40,m,Mean,NA,NA,NA,Radio-tracking,NA,Single study,10,NA,NA,NA,Swimming,16000,g,n,NA,NA,NA,Metastudy,Comte Olden fishery,Jones & Stuart 2007,NA,NA,NA,FishBase,Inferred from Family:  Percichthyidae,NA,NA,NA,Murray River,-35.83,145.05
1200,Maccullochella macquariensis,Maccullochella macquariensis,NA,Percichthyidae,Dispersal,NA,Distance,2967.11,m,Mean,NA,NA,NA,Radio-tracking,NA,Single study,32,NA,NA,NA,Swimming,16000,g,n,NA,NA,NA,Metastudy,Comte Olden fishery,Ebner & Thiem 2009,NA,NA,NA,FishBase,Inferred from Family:  Percichthyidae,NA,NA,NA,Murrumbidgee River,-34.46,146.36
1201,Maccullochella macquariensis,Maccullochella macquariensis,NA,Percichthyidae,Dispersal,NA,Distance,4920,m,Mean,NA,NA,NA,Radio-tracking,NA,Single study,23,NA,NA,NA,Swimming,16000,g,n,NA,NA,NA,Metastudy,Comte Olden fishery,Koehn et al. 2009,NA,NA,NA,FishBase,Inferred from Family:  Percichthyidae,NA,NA,NA,Murray And Ovens River,-36.04,146.19
1202,Maccullochella macquariensis,Maccullochella macquariensis,NA,Percichthyidae,Dispersal,NA,Distance,0,m,Mean,NA,NA,NA,Radio-tracking,NA,Single study,13,NA,NA,NA,Swimming,16000,g,n,NA,NA,NA,Metastudy,Comte Olden fishery,Simpson & Mapleston 2002,NA,NA,NA,FishBase,Inferred from Family:  Percichthyidae,NA,NA,NA,Mary River,-26.24,152.69
1203,Macquaria ambigua,Macquaria ambigua,NA,Percichthyidae,Dispersal,NA,Distance,123.96,m,Mean,NA,NA,NA,Radio-tracking,NA,Single study,20,NA,NA,NA,Swimming,24000,g,n,NA,NA,NA,Metastudy,Comte Olden fishery,Crook 2004,NA,NA,NA,FishBase,Inferred from Family:  Percichthyidae,NA,NA,NA,The Broken River,-21.17,148.51
1204,Micropterus cataractae,Micropterus cataractae,NA,Centrarchidae,Dispersal,NA,Distance,6020,m,Mean,NA,NA,NA,Radio-tracking,NA,Single study,15,NA,NA,NA,Swimming,3990,g,n,NA,NA,NA,Metastudy,Comte Olden fishery,Goclowski et al. 2013,NA,NA,NA,FishBase,Inferred from Family:  Centrarchidae,NA,NA,NA,Flint River,33.54,-84.38
1205,Micropterus dolomieu,Micropterus dolomieu,NA,Centrarchidae,Dispersal,NA,Distance,212,m,Mean,NA,NA,NA,Radio-tracking,NA,Single study,20,NA,NA,NA,Swimming,5410,g,n,NA,NA,NA,Metastudy,Comte Olden fishery,Hafs et al. 2010,NA,NA,NA,FishBase,Inferred from Family:  Centrarchidae,NA,NA,NA,Middle Fork Illinois Bayou,35.48,-93.02
1206,Micropterus dolomieu,Micropterus dolomieu,NA,Centrarchidae,Dispersal,NA,Distance,400,m,Mean,NA,NA,NA,Radio-tracking,NA,Single study,15,NA,NA,NA,Swimming,5410,g,n,NA,NA,NA,Metastudy,Comte Olden fishery,Gunderson VanArnum et al. 2004,NA,NA,NA,FishBase,Inferred from Family:  Centrarchidae,NA,NA,NA,Elkhorn Creek,38.32,-84.86
1207,Micropterus dolomieu,Micropterus dolomieu,NA,Centrarchidae,Dispersal,NA,Distance,426.19,m,Mean,NA,NA,NA,Radio-tracking,NA,Single study,31,NA,NA,NA,Swimming,5410,g,n,NA,NA,NA,Metastudy,Comte Olden fishery,Altnea 2003,NA,NA,NA,FishBase,Inferred from Family:  Centrarchidae,NA,NA,NA,Mississippi River,45.55,-94.15
1208,Micropterus dolomieu,Micropterus dolomieu,NA,Centrarchidae,Dispersal,NA,Distance,429,m,Mean,NA,NA,NA,Radio-tracking,NA,Single study,20,NA,NA,NA,Swimming,5410,g,n,NA,NA,NA,Metastudy,Comte Olden fishery,Hafs et al. 2010,NA,NA,NA,FishBase,Inferred from Family:  Centrarchidae,NA,NA,NA,East Fork Illinois Bayou,35.49,-93.01
1209,Micropterus dolomieu,Micropterus dolomieu,NA,Centrarchidae,Dispersal,NA,Distance,458,m,Mean,NA,NA,NA,Radio-tracking,NA,Single study,20,NA,NA,NA,Swimming,5410,g,n,NA,NA,NA,Metastudy,Comte Olden fishery,Hafs et al. 2010,NA,NA,NA,FishBase,Inferred from Family:  Centrarchidae,NA,NA,NA,North Fork Illinois Bayou,35.54,-93.03
1210,Micropterus dolomieu,Micropterus dolomieu,NA,Centrarchidae,Dispersal,NA,Distance,504.11,m,Mean,NA,NA,NA,Mark-Recapture,NA,Single study,234,NA,NA,NA,Swimming,5410,g,n,NA,NA,NA,Metastudy,Comte Olden fishery,Munther 1970,NA,NA,NA,FishBase,Inferred from Family:  Centrarchidae,NA,NA,NA,Snake River,46,-116.92
1211,Micropterus dolomieu,Micropterus dolomieu,NA,Centrarchidae,Dispersal,NA,Distance,3855.71,m,Mean,NA,NA,NA,Mark-Recapture,NA,Single study,637,NA,NA,NA,Swimming,5410,g,n,NA,NA,NA,Metastudy,Comte Olden fishery,Brown 1961,NA,NA,NA,FishBase,Inferred from Family:  Centrarchidae,NA,NA,NA,Massie Creek,39.74,-83.8
1212,Micropterus dolomieu,Micropterus dolomieu,NA,Centrarchidae,Dispersal,NA,Distance,6225.73,m,Mean,NA,NA,NA,Mark-Recapture,NA,Single study,109,NA,NA,NA,Swimming,5410,g,n,NA,NA,NA,Metastudy,Comte Olden fishery,Funk 1957,NA,NA,NA,FishBase,Inferred from Family:  Centrarchidae,NA,NA,NA,Missouri Streams,38.67,-92.69
1213,Micropterus dolomieu,Micropterus dolomieu,NA,Centrarchidae,Dispersal,NA,Distance,0,m,Mean,NA,NA,NA,Mark-Recapture,NA,Single study,135,NA,NA,NA,Swimming,5410,g,n,NA,NA,NA,Metastudy,Comte Olden fishery,Fajan 1962,NA,NA,NA,FishBase,Inferred from Family:  Centrarchidae,NA,NA,NA,Little Saline Creek Miller County Missouri,38.28,-92.43
1214,Micropterus dolomieu,Micropterus dolomieu,NA,Centrarchidae,Dispersal,NA,Distance,0,m,Mean,NA,NA,NA,Radio-tracking,NA,Single study,29,NA,NA,NA,Swimming,5410,g,n,NA,NA,NA,Metastudy,Comte Olden fishery,Westhoff et al. 2016,NA,NA,NA,FishBase,Inferred from Family:  Centrarchidae,NA,NA,NA,Alley Spring Missouri,37.15,-91.44
1215,Micropterus punctulatus,Micropterus punctulatus,NA,Centrarchidae,Dispersal,NA,Distance,2415.62,m,Mean,NA,NA,NA,Mark-Recapture,NA,Single study,24,NA,NA,NA,Swimming,4650,g,n,NA,NA,NA,Metastudy,Comte Olden fishery,Funk 1957,NA,NA,NA,FishBase,Inferred from Family:  Centrarchidae,NA,NA,NA,Missouri Streams,38.67,-92.69
1216,Micropterus punctulatus,Micropterus punctulatus,NA,Centrarchidae,Dispersal,NA,Distance,2492,m,Mean,NA,NA,NA,Radio-tracking,NA,Single study,6,NA,NA,NA,Swimming,4650,g,n,NA,NA,NA,Metastudy,Comte Olden fishery,Goclowski et al. 2013,NA,NA,NA,FishBase,Inferred from Family:  Centrarchidae,NA,NA,NA,Flint River,33.54,-84.38
1217,Micropterus salmoides,Micropterus salmoides,NA,Centrarchidae,Dispersal,NA,Distance,405.17,m,Mean,NA,NA,NA,Mark-Recapture,NA,Single study,147,NA,NA,NA,Swimming,10090,g,n,NA,NA,NA,Metastudy,Comte Olden fishery,Gatz & Adams 1994,NA,NA,NA,FishBase,Inferred from Family:  Centrarchidae,NA,NA,NA,East Fork Poplar Creek,36.1,-84.25
1218,Micropterus salmoides,Micropterus salmoides,NA,Centrarchidae,Dispersal,NA,Distance,1285,m,Mean,NA,NA,NA,Radio-tracking,NA,Single study,95,NA,NA,NA,Swimming,10090,g,n,NA,NA,NA,Metastudy,Comte Olden fishery,Paller et al. 2005,NA,NA,NA,FishBase,Inferred from Family:  Centrarchidae,NA,NA,NA,Savannah River,32.83,-81.43
1219,Micropterus salmoides,Micropterus salmoides,NA,Centrarchidae,Dispersal,NA,Distance,4032,m,Mean,NA,NA,NA,Radio-tracking,NA,Single study,10,NA,NA,NA,Swimming,10090,g,n,NA,NA,NA,Metastudy,Comte Olden fishery,Goclowski et al. 2013,NA,NA,NA,FishBase,Inferred from Family:  Centrarchidae,NA,NA,NA,Flint River,33.54,-84.38
1220,Micropterus salmoides,Micropterus salmoides,NA,Centrarchidae,Dispersal,NA,Distance,9784.79,m,Mean,NA,NA,NA,Mark-Recapture,NA,Single study,25,NA,NA,NA,Swimming,10090,g,n,NA,NA,NA,Metastudy,Comte Olden fishery,Funk 1957,NA,NA,NA,FishBase,Inferred from Family:  Centrarchidae,NA,NA,NA,Missouri Streams,38.67,-92.69
1221,Morone america,Morone americana,NA,Moronidae,Dispersal,NA,Distance,24389.55,m,Mean,NA,NA,NA,Mark-Recapture,NA,Single study,3024,NA,NA,NA,Swimming,2720,g,n,NA,NA,NA,Metastudy,Comte Olden fishery,Mansueti 1957,NA,NA,NA,FishBase,Inferred from Family:  Moronidae,NA,NA,NA,Patuxent River Estuary,38.41,-76.57
1222,Morone saxatilis,Morone saxatilis,NA,Moronidae,Dispersal,NA,Distance,3213.87,m,Mean,NA,NA,NA,Radio-tracking,NA,Single study,31,NA,NA,NA,Swimming,57000,g,n,NA,NA,NA,Metastudy,Comte Olden fishery,Wilkerson & Fisher 1997,NA,NA,NA,FishBase,Inferred from Family:  Moronidae,NA,NA,NA,Robert S. Kerr Reservoir,35.37,-94.91
1223,Morone saxatilis,Morone saxatilis,NA,Moronidae,Dispersal,NA,Distance,3977.14,m,Mean,NA,NA,NA,Radio-tracking,NA,Single study,35,NA,NA,NA,Swimming,57000,g,n,NA,NA,NA,Metastudy,Comte Olden fishery,Wilkerson & Fisher 1997,NA,NA,NA,FishBase,Inferred from Family:  Moronidae,NA,NA,NA,Robert S. Kerr Reservoir,35.37,-94.91
1224,Morone saxatilis,Morone saxatilis,NA,Moronidae,Dispersal,NA,Distance,5483.33,m,Mean,NA,NA,NA,Radio-tracking,NA,Single study,18,NA,NA,NA,Swimming,57000,g,n,NA,NA,NA,Metastudy,Comte Olden fishery,Wilkerson & Fisher 1997,NA,NA,NA,FishBase,Inferred from Family:  Moronidae,NA,NA,NA,Robert S. Kerr Reservoir,35.37,-94.91
1225,Morone saxatilis,Morone saxatilis,NA,Moronidae,Dispersal,NA,Distance,6852,m,Mean,NA,NA,NA,Radio-tracking,NA,Single study,20,NA,NA,NA,Swimming,57000,g,n,NA,NA,NA,Metastudy,Comte Olden fishery,Wilkerson & Fisher 1997,NA,NA,NA,FishBase,Inferred from Family:  Moronidae,NA,NA,NA,Robert S. Kerr Reservoir,35.37,-94.91
1226,Morone saxatilis,Morone saxatilis,NA,Moronidae,Dispersal,NA,Distance,9043.5,m,Mean,NA,NA,NA,Radio-tracking,NA,Single study,20,NA,NA,NA,Swimming,57000,g,n,NA,NA,NA,Metastudy,Comte Olden fishery,Wilkerson & Fisher 1997,NA,NA,NA,FishBase,Inferred from Family:  Moronidae,NA,NA,NA,Robert S. Kerr Reservoir,35.37,-94.91
1227,Morone saxatilis,Morone saxatilis,NA,Moronidae,Dispersal,NA,Distance,18223.75,m,Mean,NA,NA,NA,Mark-Recapture,NA,Single study,1445,NA,NA,NA,Swimming,57000,g,n,NA,NA,NA,Metastudy,Comte Olden fishery,Nichols & Miller 1967,NA,NA,NA,FishBase,Inferred from Family:  Moronidae,NA,NA,NA,Potomac River,40.95,-76.51
1228,Morone saxatilis,Morone saxatilis,NA,Moronidae,Dispersal,NA,Distance,22530.76,m,Mean,NA,NA,NA,Mark-Recapture,NA,Single study,1445,NA,NA,NA,Swimming,57000,g,n,NA,NA,NA,Metastudy,Comte Olden fishery,Nichols & Miller 1967,NA,NA,NA,FishBase,Inferred from Family:  Moronidae,NA,NA,NA,Potomac River,40.95,-76.51
1229,Morone saxatilis,Morone saxatilis,NA,Moronidae,Dispersal,NA,Distance,28364.62,m,Mean,NA,NA,NA,Mark-Recapture,NA,Single study,1445,NA,NA,NA,Swimming,57000,g,n,NA,NA,NA,Metastudy,Comte Olden fishery,Nichols & Miller 1967,NA,NA,NA,FishBase,Inferred from Family:  Moronidae,NA,NA,NA,Potomac River,40.95,-76.51
1230,Morone saxatilis,Morone saxatilis,NA,Moronidae,Dispersal,NA,Distance,36478.37,m,Mean,NA,NA,NA,Mark-Recapture,NA,Single study,1445,NA,NA,NA,Swimming,57000,g,n,NA,NA,NA,Metastudy,Comte Olden fishery,Nichols & Miller 1967,NA,NA,NA,FishBase,Inferred from Family:  Moronidae,NA,NA,NA,Potomac River,40.95,-76.51
1231,Morone saxatilis,Morone saxatilis,NA,Moronidae,Dispersal,NA,Distance,37515.15,m,Mean,NA,NA,NA,Mark-Recapture,NA,Single study,1445,NA,NA,NA,Swimming,57000,g,n,NA,NA,NA,Metastudy,Comte Olden fishery,Nichols & Miller 1967,NA,NA,NA,FishBase,Inferred from Family:  Moronidae,NA,NA,NA,Potomac River,40.95,-76.51
1232,Morone saxatilis,Morone saxatilis,NA,Moronidae,Dispersal,NA,Distance,64373.6,m,Mean,NA,NA,NA,Mark-Recapture,NA,Single study,1445,NA,NA,NA,Swimming,57000,g,n,NA,NA,NA,Metastudy,Comte Olden fishery,Nichols & Miller 1967,NA,NA,NA,FishBase,Inferred from Family:  Moronidae,NA,NA,NA,Potomac River,40.95,-76.51
1233,Morone saxatilis,Morone saxatilis,NA,Moronidae,Dispersal,NA,Distance,67000,m,Mean,NA,NA,NA,Mark-Recapture,NA,Single study,422,NA,NA,NA,Swimming,57000,g,n,NA,NA,NA,Metastudy,Comte Olden fishery,Wooley & Crateau 1983,NA,NA,NA,FishBase,Inferred from Family:  Moronidae,NA,NA,NA,Apalachicola River,30.22,-85.01
1234,Morone saxatilis,Morone saxatilis,NA,Moronidae,Dispersal,NA,Distance,94277.38,m,Mean,NA,NA,NA,Mark-Recapture,NA,Single study,1445,NA,NA,NA,Swimming,57000,g,n,NA,NA,NA,Metastudy,Comte Olden fishery,Nichols & Miller 1967,NA,NA,NA,FishBase,Inferred from Family:  Moronidae,NA,NA,NA,Potomac River,40.95,-76.51
1235,Morone saxatilis,Morone saxatilis,NA,Moronidae,Dispersal,NA,Distance,94610.37,m,Mean,NA,NA,NA,Radio-tracking,NA,Single study,2406,NA,NA,NA,Swimming,57000,g,n,NA,NA,NA,Metastudy,Comte Olden fishery,McLaren et al. 1981,NA,NA,NA,FishBase,Inferred from Family:  Moronidae,NA,NA,NA,Hudson River,42.53,-73.76
