Event.ID,Species.ID,Species_ID_gbif,Class_gbif,Family_gbif,Movement.type,Movement.sub.type,Movement.Measure,Value,Units,Statistic,Variance,Variance_type,Grouping.level,Sampling.method,New.Sampling.Method,Aggregation.level,N,Speed.continuous..y.n.,Temporal.scale.interval,Inference.method,Movement.Mode,Movement.Medium,Body.mass,Body.mass.Units,Body.mass.measured..y.n.,Sex,Lifestage,Diet,Location,Lat,Long,Study.type,MetaRef,Reference,Reference.code,Reference.full,Reference.DOI,Body.Mass.Ref,Body.mass.source,Movement.Mode.Ref,Diet.Ref,Comments_from_Ref,Method_comments,Jana_comments,"Class_gbif == ""Aves""",is.na(Class_gbif),Source
302,Spermophilus tridecemlineatus,Spermophilus tridecemlineatus,Mammalia,Sciuridae,Dispersal,Natal,Distance,190.5,m,Mean,NA,,NA,Experimental/observational study,Unknown,Single study,NA,,NA,NA,Running,Terrestrial,131.67,g,n,Female,,,,,,Metastudy,Whitmee & Orme. 2013,Loison et al. 1999,NA,"Loison, A., J.-M. Jullien, et al. (1999). ""Subpopulation structure and dispersal in two populations of chamois."" Journal of Mammalogy. 80(2): 620-632",https://doi.org/10.2307/1383306,,Wilman et al 2014,Inferred from Class:  Mammalia,,,NA,NA,FALSE,FALSE,NA
303,Spermophilus tridecemlineatus,Spermophilus tridecemlineatus,Mammalia,Sciuridae,Dispersal,Natal,Distance,266.7,m,Mean,NA,,NA,Experimental/observational study,Unknown,Single study,NA,,NA,NA,Running,Terrestrial,131.67,g,n,Male,,,,,,Metastudy,Whitmee & Orme. 2013,Loison et al. 1999,NA,"Loison, A., J.-M. Jullien, et al. (1999). ""Subpopulation structure and dispersal in two populations of chamois."" Journal of Mammalogy. 80(2): 620-632",https://doi.org/10.2307/1383306,,Wilman et al 2014,Inferred from Class:  Mammalia,,,NA,NA,FALSE,FALSE,NA
304,Odocoileus hemionus,Odocoileus hemionus,Mammalia,Cervidae,Dispersal,Natal,Distance,7300,m,Maximum,NA,,NA,Experimental/observational study,Unknown,Single study,NA,,NA,NA,Running,Terrestrial,54212.57,g,n,Male,,,,,,Metastudy,Whitmee & Orme. 2013,Loison et al. 1999,NA,"Loison, A., J.-M. Jullien, et al. (1999). ""Subpopulation structure and dispersal in two populations of chamois."" Journal of Mammalogy. 80(2): 620-632",https://doi.org/10.2307/1383306,,Wilman et al 2014,Tamburello et al. 2015,,,NA,NA,FALSE,FALSE,NA
305,Odocoileus hemionus,Odocoileus hemionus,Mammalia,Cervidae,Dispersal,Natal,Distance,14900,m,Maximum,NA,,NA,Experimental/observational study,Unknown,Single study,NA,,NA,NA,Running,Terrestrial,54212.57,g,n,Male,,,,,,Metastudy,Whitmee & Orme. 2013,Loison et al. 1999,NA,"Loison, A., J.-M. Jullien, et al. (1999). ""Subpopulation structure and dispersal in two populations of chamois."" Journal of Mammalogy. 80(2): 620-632",https://doi.org/10.2307/1383306,,Wilman et al 2014,Tamburello et al. 2015,,,NA,NA,FALSE,FALSE,NA
306,Odocoileus hemionus,Odocoileus hemionus,Mammalia,Cervidae,Dispersal,Natal,Distance,4250,m,Mean,NA,,NA,Experimental/observational study,Unknown,Single study,NA,,NA,NA,Running,Terrestrial,54212.57,g,n,Male,,,,,,Metastudy,Whitmee & Orme. 2013,Loison et al. 1999,NA,"Loison, A., J.-M. Jullien, et al. (1999). ""Subpopulation structure and dispersal in two populations of chamois."" Journal of Mammalogy. 80(2): 620-632",https://doi.org/10.2307/1383306,,Wilman et al 2014,Tamburello et al. 2015,,,NA,NA,FALSE,FALSE,NA
307,Odocoileus hemionus,Odocoileus hemionus,Mammalia,Cervidae,Dispersal,Natal,Distance,7860,m,Mean,NA,,NA,Experimental/observational study,Unknown,Single study,NA,,NA,NA,Running,Terrestrial,54212.57,g,n,Male,,,,,,Metastudy,Whitmee & Orme. 2013,Loison et al. 1999,NA,"Loison, A., J.-M. Jullien, et al. (1999). ""Subpopulation structure and dispersal in two populations of chamois."" Journal of Mammalogy. 80(2): 620-632",https://doi.org/10.2307/1383306,,Wilman et al 2014,Tamburello et al. 2015,,,NA,NA,FALSE,FALSE,NA
308,Microtus ochrogaster,Microtus ochrogaster,Mammalia,Cricetidae,Dispersal,Natal,Distance,127,m,Maximum,NA,,NA,Experimental/observational study,Unknown,Single study,NA,,NA,NA,Running,Terrestrial,38.01,g,n,Female,,,,,,Metastudy,Whitmee & Orme. 2013,Long et al. 2005,NA,"Long, E. S., D. R. Diefenbach, et al. (2005). ""Forest cover influences dispersal distance of white-tailed deer."" Journal of Mammalogy 86(3): 623-629.",https://doi.org/10.1644/1545-1542(2005)86[623:FCIDDO]2.0.CO;2,,Wilman et al 2014,Tucker et al. 2022,,,Radio-marked,NA,FALSE,FALSE,NA
309,Microtus ochrogaster,Microtus ochrogaster,Mammalia,Cricetidae,Dispersal,Natal,Distance,136,m,Maximum,NA,,NA,Experimental/observational study,Unknown,Single study,NA,,NA,NA,Running,Terrestrial,38.01,g,n,Male,,,,,,Metastudy,Whitmee & Orme. 2013,Long et al. 2005,NA,"Long, E. S., D. R. Diefenbach, et al. (2005). ""Forest cover influences dispersal distance of white-tailed deer."" Journal of Mammalogy 86(3): 623-629.",https://doi.org/10.1644/1545-1542(2005)86[623:FCIDDO]2.0.CO;2,,Wilman et al 2014,Tucker et al. 2022,,,NA,NA,FALSE,FALSE,NA
310,Microtus ochrogaster,Microtus ochrogaster,Mammalia,Cricetidae,Dispersal,Natal,Distance,28.7,m,Mean,NA,,NA,Experimental/observational study,Unknown,Single study,NA,,NA,NA,Running,Terrestrial,38.01,g,n,Female,,,,,,Metastudy,Whitmee & Orme. 2013,Long et al. 2005,NA,"Long, E. S., D. R. Diefenbach, et al. (2005). ""Forest cover influences dispersal distance of white-tailed deer."" Journal of Mammalogy 86(3): 623-629.",https://doi.org/10.1644/1545-1542(2005)86[623:FCIDDO]2.0.CO;2,,Wilman et al 2014,Tucker et al. 2022,,,NA,NA,FALSE,FALSE,NA
311,Microtus ochrogaster,Microtus ochrogaster,Mammalia,Cricetidae,Dispersal,Natal,Distance,33,m,Mean,NA,,NA,Experimental/observational study,Unknown,Single study,NA,,NA,NA,Running,Terrestrial,38.01,g,n,Male,,,,,,Metastudy,Whitmee & Orme. 2013,Long et al. 2005,NA,"Long, E. S., D. R. Diefenbach, et al. (2005). ""Forest cover influences dispersal distance of white-tailed deer."" Journal of Mammalogy 86(3): 623-629.",https://doi.org/10.1644/1545-1542(2005)86[623:FCIDDO]2.0.CO;2,,Wilman et al 2014,Tucker et al. 2022,,,NA,NA,FALSE,FALSE,NA
312,Microtus ochrogaster,Microtus ochrogaster,Mammalia,Cricetidae,Dispersal,Natal,Distance,18,m,Median,NA,,NA,Experimental/observational study,Unknown,Single study,NA,,NA,NA,Running,Terrestrial,38.01,g,n,Female,,,,,,Metastudy,Whitmee & Orme. 2013,Long et al. 2005,NA,"Long, E. S., D. R. Diefenbach, et al. (2005). ""Forest cover influences dispersal distance of white-tailed deer."" Journal of Mammalogy 86(3): 623-629.",https://doi.org/10.1644/1545-1542(2005)86[623:FCIDDO]2.0.CO;2,,Wilman et al 2014,Tucker et al. 2022,,,NA,NA,FALSE,FALSE,NA
313,Microtus ochrogaster,Microtus ochrogaster,Mammalia,Cricetidae,Dispersal,Natal,Distance,23,m,Median,NA,,NA,Experimental/observational study,Unknown,Single study,NA,,NA,NA,Running,Terrestrial,38.01,g,n,Male,,,,,,Metastudy,Whitmee & Orme. 2013,Long et al. 2005,NA,"Long, E. S., D. R. Diefenbach, et al. (2005). ""Forest cover influences dispersal distance of white-tailed deer."" Journal of Mammalogy 86(3): 623-629.",https://doi.org/10.1644/1545-1542(2005)86[623:FCIDDO]2.0.CO;2,,Wilman et al 2014,Tucker et al. 2022,,,NA,NA,FALSE,FALSE,NA
314,Lycaon pictus,Lycaon pictus,Mammalia,Canidae,Dispersal,Natal,Distance,65300,m,Maximum,NA,,NA,Experimental/observational study,Unknown,Single study,NA,,NA,NA,Running,Terrestrial,22050.07,g,n,Female,,,,,,Metastudy,Whitmee & Orme. 2013,Long et al. 2005,NA,"Long, E. S., D. R. Diefenbach, et al. (2005). ""Forest cover influences dispersal distance of white-tailed deer."" Journal of Mammalogy 86(3): 623-629.",https://doi.org/10.1644/1545-1542(2005)86[623:FCIDDO]2.0.CO;2,,Wilman et al 2014,Dyer et al. 2023,,,NA,NA,FALSE,FALSE,NA
315,Lycaon pictus,Lycaon pictus,Mammalia,Canidae,Dispersal,Natal,Distance,169000,m,Maximum,NA,,NA,Experimental/observational study,Unknown,Single study,NA,,NA,NA,Running,Terrestrial,22050.07,g,n,Male,,,,,,Metastudy,Whitmee & Orme. 2013,Long et al. 2005,NA,"Long, E. S., D. R. Diefenbach, et al. (2005). ""Forest cover influences dispersal distance of white-tailed deer."" Journal of Mammalogy 86(3): 623-629.",https://doi.org/10.1644/1545-1542(2005)86[623:FCIDDO]2.0.CO;2,,Wilman et al 2014,Dyer et al. 2023,,,NA,NA,FALSE,FALSE,NA
316,Lycaon pictus,Lycaon pictus,Mammalia,Canidae,Dispersal,Natal,Distance,19000,m,Median,NA,,NA,Experimental/observational study,Unknown,Single study,NA,,NA,NA,Running,Terrestrial,22050.07,g,n,Female,,,,,,Metastudy,Whitmee & Orme. 2013,Long et al. 2005,NA,"Long, E. S., D. R. Diefenbach, et al. (2005). ""Forest cover influences dispersal distance of white-tailed deer."" Journal of Mammalogy 86(3): 623-629.",https://doi.org/10.1644/1545-1542(2005)86[623:FCIDDO]2.0.CO;2,,Wilman et al 2014,Dyer et al. 2023,,,NA,NA,FALSE,FALSE,NA
317,Lycaon pictus,Lycaon pictus,Mammalia,Canidae,Dispersal,Natal,Distance,40700,m,Median,NA,,NA,Experimental/observational study,Unknown,Single study,NA,,NA,NA,Running,Terrestrial,22050.07,g,n,Male,,,,,,Metastudy,Whitmee & Orme. 2013,Long et al. 2005,NA,"Long, E. S., D. R. Diefenbach, et al. (2005). ""Forest cover influences dispersal distance of white-tailed deer."" Journal of Mammalogy 86(3): 623-629.",https://doi.org/10.1644/1545-1542(2005)86[623:FCIDDO]2.0.CO;2,,Wilman et al 2014,Dyer et al. 2023,,,NA,NA,FALSE,FALSE,NA
318,Macaca sylvanus,Macaca sylvanus,Mammalia,Cercopithecidae,Dispersal,Natal,Distance,7100,m,Maximum,NA,,NA,Experimental/observational study,Unknown,Single study,NA,,NA,NA,Mixed,NA,7000.03,g,n,Male,,,,,,Metastudy,Whitmee & Orme. 2013,Long et al. 2005,NA,"Long, E. S., D. R. Diefenbach, et al. (2005). ""Forest cover influences dispersal distance of white-tailed deer."" Journal of Mammalogy 86(3): 623-629.",https://doi.org/10.1644/1545-1542(2005)86[623:FCIDDO]2.0.CO;2,,Wilman et al 2014,Tucker et al. 2022,,,NA,NA,FALSE,FALSE,NA
319,Lontra canadensis,Lontra canadensis,Mammalia,Mustelidae,Dispersal,Natal,Distance,192000,m,Maximum,NA,,NA,Experimental/observational study,Unknown,Single study,NA,,NA,NA,Mixed,NA,8087.42,g,n,Female,,,,,,Metastudy,Whitmee & Orme. 2013,Long et al. 2005,NA,"Long, E. S., D. R. Diefenbach, et al. (2005). ""Forest cover influences dispersal distance of white-tailed deer."" Journal of Mammalogy 86(3): 623-629.",https://doi.org/10.1644/1545-1542(2005)86[623:FCIDDO]2.0.CO;2,,Wilman et al 2014,Hirt 2017b,,,NA,NA,FALSE,FALSE,NA
320,Lontra canadensis,Lontra canadensis,Mammalia,Mustelidae,Dispersal,Natal,Distance,32000,m,Maximum,NA,,NA,Experimental/observational study,Unknown,Single study,NA,,NA,NA,Mixed,NA,8087.42,g,n,Male,,,,,,Metastudy,Whitmee & Orme. 2013,Long et al. 2005,NA,"Long, E. S., D. R. Diefenbach, et al. (2005). ""Forest cover influences dispersal distance of white-tailed deer."" Journal of Mammalogy 86(3): 623-629.",https://doi.org/10.1644/1545-1542(2005)86[623:FCIDDO]2.0.CO;2,,Wilman et al 2014,Hirt 2017b,,,NA,NA,FALSE,FALSE,NA
321,Taxidea taxus,Taxidea taxus,Mammalia,Mustelidae,Dispersal,Natal,Distance,52000,m,Maximum,NA,,NA,Experimental/observational study,Unknown,Single study,NA,,NA,NA,Running,Terrestrial,7107.55,g,n,Female,,,,,,Metastudy,Whitmee & Orme. 2013,Long et al. 2005,NA,"Long, E. S., D. R. Diefenbach, et al. (2005). ""Forest cover influences dispersal distance of white-tailed deer."" Journal of Mammalogy 86(3): 623-629.",https://doi.org/10.1644/1545-1542(2005)86[623:FCIDDO]2.0.CO;2,,Wilman et al 2014,Tucker et al. 2022,,,NA,NA,FALSE,FALSE,NA
322,Taxidea taxus,Taxidea taxus,Mammalia,Mustelidae,Dispersal,Natal,Distance,110000,m,Maximum,NA,,NA,Experimental/observational study,Unknown,Single study,NA,,NA,NA,Running,Terrestrial,7107.55,g,n,Male,,,,,,Metastudy,Whitmee & Orme. 2013,Long et al. 2005,NA,"Long, E. S., D. R. Diefenbach, et al. (2005). ""Forest cover influences dispersal distance of white-tailed deer."" Journal of Mammalogy 86(3): 623-629.",https://doi.org/10.1644/1545-1542(2005)86[623:FCIDDO]2.0.CO;2,,Wilman et al 2014,Tucker et al. 2022,,,NA,NA,FALSE,FALSE,NA
323,Taxidea taxus,Taxidea taxus,Mammalia,Mustelidae,Dispersal,Natal,Distance,23420,m,Mean,NA,,NA,Experimental/observational study,Unknown,Single study,NA,,NA,NA,Running,Terrestrial,7107.55,g,n,Female,,,,,,Metastudy,Whitmee & Orme. 2013,Long et al. 2005,NA,"Long, E. S., D. R. Diefenbach, et al. (2005). ""Forest cover influences dispersal distance of white-tailed deer."" Journal of Mammalogy 86(3): 623-629.",https://doi.org/10.1644/1545-1542(2005)86[623:FCIDDO]2.0.CO;2,,Wilman et al 2014,Tucker et al. 2022,,,NA,NA,FALSE,FALSE,NA
324,Taxidea taxus,Taxidea taxus,Mammalia,Mustelidae,Dispersal,Natal,Distance,34100,m,Mean,NA,,NA,Experimental/observational study,Unknown,Single study,NA,,NA,NA,Running,Terrestrial,7107.55,g,n,Male,,,,,,Metastudy,Whitmee & Orme. 2013,Long et al. 2005,NA,"Long, E. S., D. R. Diefenbach, et al. (2005). ""Forest cover influences dispersal distance of white-tailed deer."" Journal of Mammalogy 86(3): 623-629.",https://doi.org/10.1644/1545-1542(2005)86[623:FCIDDO]2.0.CO;2,,Wilman et al 2014,Tucker et al. 2022,,,NA,NA,FALSE,FALSE,NA
325,Taxidea taxus,Taxidea taxus,Mammalia,Mustelidae,Dispersal,Natal,Distance,12500,m,Median,NA,,NA,Experimental/observational study,Unknown,Single study,NA,,NA,NA,Running,Terrestrial,7107.55,g,n,Female,,,,,,Metastudy,Whitmee & Orme. 2013,Long et al. 2005,NA,"Long, E. S., D. R. Diefenbach, et al. (2005). ""Forest cover influences dispersal distance of white-tailed deer."" Journal of Mammalogy 86(3): 623-629.",https://doi.org/10.1644/1545-1542(2005)86[623:FCIDDO]2.0.CO;2,,Wilman et al 2014,Tucker et al. 2022,,,NA,NA,FALSE,FALSE,NA
326,Taxidea taxus,Taxidea taxus,Mammalia,Mustelidae,Dispersal,Natal,Distance,15000,m,Median,NA,,NA,Experimental/observational study,Unknown,Single study,NA,,NA,NA,Running,Terrestrial,7107.55,g,n,Male,,,,,,Metastudy,Whitmee & Orme. 2013,Long et al. 2005,NA,"Long, E. S., D. R. Diefenbach, et al. (2005). ""Forest cover influences dispersal distance of white-tailed deer."" Journal of Mammalogy 86(3): 623-629.",https://doi.org/10.1644/1545-1542(2005)86[623:FCIDDO]2.0.CO;2,,Wilman et al 2014,Tucker et al. 2022,,,NA,NA,FALSE,FALSE,NA
327,Spermophilus richardsonii,Spermophilus richardsonii,Mammalia,Sciuridae,Dispersal,Natal,Distance,525,m,Maximum,NA,,NA,Experimental/observational study,Unknown,Single study,NA,,NA,NA,Running,Terrestrial,406,g,n,Female,,,,,,Metastudy,Whitmee & Orme. 2013,Loveridge & MacDonald. 2001,NA,"Loveridge, A.,Macdonald, D. 2001. Seasonality in spatial organization and dispersal of sympatric  jackals (Canis mesomelas and C. adustus): implications for rabies management. J. Zool., 253:  101-111.",https://doi.org/10.1017/S0952836901000097,,Wilman et al 2014,Inferred from Class:  Mammalia,,,NA,NA,FALSE,FALSE,NA
328,Spermophilus richardsonii,Spermophilus richardsonii,Mammalia,Sciuridae,Dispersal,Natal,Distance,975,m,Maximum,NA,,NA,Experimental/observational study,Unknown,Single study,NA,,NA,NA,Running,Terrestrial,406,g,n,Male,,,,,,Metastudy,Whitmee & Orme. 2013,Loveridge & MacDonald. 2001,NA,"Loveridge, A.,Macdonald, D. 2001. Seasonality in spatial organization and dispersal of sympatric  jackals (Canis mesomelas and C. adustus): implications for rabies management. J. Zool., 253:  101-111.",https://doi.org/10.1017/S0952836901000097,,Wilman et al 2014,Inferred from Class:  Mammalia,,,NA,NA,FALSE,FALSE,NA
329,Spermophilus richardsonii,Spermophilus richardsonii,Mammalia,Sciuridae,Dispersal,Natal,Distance,69.75,m,Mean,NA,,NA,Experimental/observational study,Unknown,Single study,NA,,NA,NA,Running,Terrestrial,406,g,n,Female,,,,,,Metastudy,Whitmee & Orme. 2013,Macdonald & Courtenary. 1996,NA,"Macdonald D.W. & Courtenay O. (1996) Enduring social relationships in a population of crab-eating zorros, Cerdocyon thous, in Amazonian Brazil. Journal of Zoology, 239, 329-355.",https://doi.org/10.1111/j.1469-7998.1996.tb05454.x,,Wilman et al 2014,Inferred from Class:  Mammalia,,,Can't access article to see methods,NA,FALSE,FALSE,NA
330,Spermophilus richardsonii,Spermophilus richardsonii,Mammalia,Sciuridae,Dispersal,Natal,Distance,108.33,m,Mean,NA,,NA,Experimental/observational study,Unknown,Single study,NA,,NA,NA,Running,Terrestrial,406,g,n,Male,,,,,,Metastudy,Whitmee & Orme. 2013,Macdonald & Courtenary. 1996,NA,"Macdonald D.W. & Courtenay O. (1996) Enduring social relationships in a population of crab-eating zorros, Cerdocyon thous, in Amazonian Brazil. Journal of Zoology, 239, 329-355.",https://doi.org/10.1111/j.1469-7998.1996.tb05454.x,,Wilman et al 2014,Inferred from Class:  Mammalia,,,NA,NA,FALSE,FALSE,NA
331,Spermophilus richardsonii,Spermophilus richardsonii,Mammalia,Sciuridae,Dispersal,Natal,Distance,50,m,Median,NA,,NA,Experimental/observational study,Unknown,Single study,NA,,NA,NA,Running,Terrestrial,406,g,n,Female,,,,,,Metastudy,Whitmee & Orme. 2013,MacDonald. 1984,NA,"Macdonald D.W. (1984) The Encyclopedia of Mammals. Equinox (Oxford) Ltd., Oxford, UK.",NA,,Wilman et al 2014,Inferred from Class:  Mammalia,,,Couldn't find reference,NA,FALSE,FALSE,NA
332,Spermophilus richardsonii,Spermophilus richardsonii,Mammalia,Sciuridae,Dispersal,Natal,Distance,50,m,Median,NA,,NA,Experimental/observational study,Unknown,Single study,NA,,NA,NA,Running,Terrestrial,406,g,n,Male,,,,,,Metastudy,Whitmee & Orme. 2013,McCarley. 1966,NA,"McCarley, H. (1966). ""Annual cycle, population dynamics and adaptive behavior of Citellus tridecemlineatus."" Journal of Mammalogy. 47(2): 294-316.",https://doi.org/10.2307/1378126,,Wilman et al 2014,Inferred from Class:  Mammalia,,,NA,NA,FALSE,FALSE,NA
333,Spermophilus richardsonii,Spermophilus richardsonii,Mammalia,Sciuridae,Dispersal,Natal,Distance,10000,m,Maximum,NA,,NA,Experimental/observational study,Unknown,Single study,NA,,NA,NA,Running,Terrestrial,406,g,n,Male,,,,,,Metastudy,Whitmee & Orme. 2013,McCarley. 1966,NA,"McCarley, H. (1966). ""Annual cycle, population dynamics and adaptive behavior of Citellus tridecemlineatus."" Journal of Mammalogy. 47(2): 294-316.",https://doi.org/10.2307/1378126,,Wilman et al 2014,Inferred from Class:  Mammalia,,,NA,NA,FALSE,FALSE,NA
334,Marmota menzbieri,Marmota menzbieri,Mammalia,Sciuridae,Dispersal,Natal,Distance,3400,m,Maximum,NA,,NA,Experimental/observational study,Unknown,Single study,NA,,NA,NA,Running,Terrestrial,3250,g,n,Unspecified,,,,,,Metastudy,Whitmee & Orme. 2013,McCarley. 1966,NA,"McCarley, H. (1966). ""Annual cycle, population dynamics and adaptive behavior of Citellus tridecemlineatus."" Journal of Mammalogy. 47(2): 294-316.",https://doi.org/10.2307/1378126,,Wilman et al 2014,Inferred from Class:  Mammalia,,,NA,NA,FALSE,FALSE,NA
335,Marmota menzbieri,Marmota menzbieri,Mammalia,Sciuridae,Dispersal,Natal,Distance,5000,m,Maximum,NA,,NA,Experimental/observational study,Unknown,Single study,NA,,NA,NA,Running,Terrestrial,3250,g,n,Unspecified,,,,,,Metastudy,Whitmee & Orme. 2013,McCarley. 1966,NA,"McCarley, H. (1966). ""Annual cycle, population dynamics and adaptive behavior of Citellus tridecemlineatus."" Journal of Mammalogy. 47(2): 294-316.",https://doi.org/10.2307/1378126,,Wilman et al 2014,Inferred from Class:  Mammalia,,,NA,NA,FALSE,FALSE,NA
336,Marmota menzbieri,Marmota menzbieri,Mammalia,Sciuridae,Dispersal,Natal,Distance,4500,m,Maximum,NA,,NA,Experimental/observational study,Unknown,Single study,NA,,NA,NA,Running,Terrestrial,3250,g,n,Unspecified,,,,,,Metastudy,Whitmee & Orme. 2013,McCoy et al. 2005,NA,"McCoy, J. E., Hewitt, D. G.,Bryant, F. C. 2005. Dispersal by yearling male white-tailed deer and  implications for management. J. Wildl. Manag., 69: 366-376. ",https://doi.org/10.2193/0022-541X(2005)069<0366:DBYMWD>2.0.CO;2,,Wilman et al 2014,Inferred from Class:  Mammalia,,,Radio-telemetry,NA,FALSE,FALSE,NA
337,Panthera pardus,Panthera pardus,Mammalia,Felidae,Dispersal,Natal,Distance,200000,m,Maximum,NA,,NA,Experimental/observational study,Unknown,Single study,NA,,NA,NA,Running,Terrestrial,52038.22,g,n,Unspecified,,,,,,Metastudy,Whitmee & Orme. 2013,McCoy et al. 2005,NA,"McCoy, J. E., Hewitt, D. G.,Bryant, F. C. 2005. Dispersal by yearling male white-tailed deer and  implications for management. J. Wildl. Manag., 69: 366-376. ",https://doi.org/10.2193/0022-541X(2005)069<0366:DBYMWD>2.0.CO;2,,Wilman et al 2014,Dyer et al. 2023,,,NA,NA,FALSE,FALSE,NA
338,Philantomba monticola,Philantomba monticola,Mammalia,Bovidae,Dispersal,Natal,Distance,1500,m,Maximum,NA,,NA,Experimental/observational study,Unknown,Single study,NA,,NA,NA,Running,Terrestrial,4896.05,g,n,Female,,,,,,Metastudy,Whitmee & Orme. 2013,McCoy et al. 2005,NA,"McCoy, J. E., Hewitt, D. G.,Bryant, F. C. 2005. Dispersal by yearling male white-tailed deer and  implications for management. J. Wildl. Manag., 69: 366-376. ",https://doi.org/10.2193/0022-541X(2005)069<0366:DBYMWD>2.0.CO;2,,Wilman et al 2014,Dyer et al. 2023,,,NA,NA,FALSE,FALSE,NA
339,Philantomba monticola,Philantomba monticola,Mammalia,Bovidae,Dispersal,Natal,Distance,1500,m,Mean,NA,,NA,Experimental/observational study,Unknown,Single study,NA,,NA,NA,Running,Terrestrial,4896.05,g,n,Female,,,,,,Metastudy,Whitmee & Orme. 2013,McCoy et al. 2005,NA,"McCoy, J. E., Hewitt, D. G.,Bryant, F. C. 2005. Dispersal by yearling male white-tailed deer and  implications for management. J. Wildl. Manag., 69: 366-376. ",https://doi.org/10.2193/0022-541X(2005)069<0366:DBYMWD>2.0.CO;2,,Wilman et al 2014,Dyer et al. 2023,,,NA,NA,FALSE,FALSE,NA
340,Philantomba monticola,Philantomba monticola,Mammalia,Bovidae,Dispersal,Natal,Distance,1500,m,Median,NA,,NA,Experimental/observational study,Unknown,Single study,NA,,NA,NA,Running,Terrestrial,4896.05,g,n,Female,,,,,,Metastudy,Whitmee & Orme. 2013,McGuire et al. 1993,NA,"McGuire, B., L. L. Getz, J. E. Hofman, T. Pizzuto, and  B. Frase. 1993. Natal dispersal and philopatry in prairie  voles (Microtus ochrogaster) in relation to population  density, season, and natal social environment. Behavioral  Ecology and Sociobiology 32: 293-302.",https://doi.org/10.1007/BF00183784,,Wilman et al 2014,Dyer et al. 2023,,,NA,NA,FALSE,FALSE,NA
